id,Disctrict,AC,Block,Panchayat,,"""Village Name""",Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1406,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,14,Village Name,BARATOL,Deep tubewell,Ground Water,Sadak Kinare,HandPump,Spot Source (Ht) Scheme(0004690854)
1407,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,15,Village Name,BARATOL,Deep tubewell,Ground Water,T/W 1,HandPump,Spot Source Scheme(0007086682)
1408,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,16,Village Name,KERBA,Shallow tubewell,Ground Water,Rajiv Sah S/O Suresh Sah,HandPump,MLA QUOTA- MADHWAPUR- 2(0005275005)
1409,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,17,Village Name,KERBA,Shallow tubewell,Ground Water,A,HandPump,PC MADHWAPUR(0006535370)
1410,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,18,Village Name,KERBA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980068)
1411,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,19,Village Name,KERBA,Shallow tubewell,Ground Water,Sita Ram Mahto,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
1412,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,20,Village Name,LAXMIPUR,Deep tubewell,Ground Water,Road Side Me,HandPump,Biltu Ram(0000046261)
1413,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,21,Village Name,LAXMIPUR,Deep tubewell,Ground Water,Mandir Me,HandPump,Ranjan Ram(0000046265)
1414,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,22,Village Name,LAXMIPUR,Shallow tubewell,Ground Water,N.P.S Laxmipur,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
1415,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,23,Village Name,PANSALBA,Shallow tubewell,Ground Water,B,HandPump,NC/PC MADHWAPUR(0006539572)
1416,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,24,Village Name,PANSALBA,Shallow tubewell,Ground Water,A,HandPump,NC/PC MADHWAPUR(0006539572)
1417,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,25,Village Name,PANSALBA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980068)
1418,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,26,Village Name,PANSALBA,Shallow tubewell,Ground Water,SUDIST YADAV,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006682296)
1419,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,27,Village Name,SAHAR GHAT,Deep tubewell,Ground Water,,PWS,Mini Pipe Water Sapply Scheme Electric(0004914739)
1420,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,28,Village Name,SAHAR GHAT,Deep tubewell,Ground Water,,PWS,Mini Pipe Water Sapply Scheme Electric(0004914739)
1421,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,29,Village Name,SAHAR GHAT,Deep tubewell,Ground Water,,PWS,Mini Pipe Water Sapply Scheme Electric(0004914739)
1422,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,30,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Shamsuddin S/O Ismayal Madari Ke Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1423,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,31,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Birendra Jha S/O Lat Ramakant Jha Ghar Ke Pas Pokhar Bhinda Par,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1424,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,32,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Navi Kant Jha S/O Lat Dinanath Jha Ghar Ke Pas South Tol,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1425,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,33,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Dinesh Lal Karn S/O Kameshw ar Lal Karn Ghar Ke Pas South Tol,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1426,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,34,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Latar Das S/O Muneshw ar Das Ke Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1427,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,35,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Lalit Mukhya S/O Sukhdev Mukhya Ke Ghar Ke Pas Loma,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1428,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,36,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Arjun Raw at S/O Lat Chalitar Raw at Ke Ghar Ke Pas Loma,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1429,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,37,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Narayan Das S/O Munesw ar Das Loma,HandPump,MLA QUOTA- MADHWAPUR- 2(0005275005)
1430,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,38,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,,HandPump,MLA QUOTA- MADHWAPUR- 2(0005275005)
1431,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,39,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Jogi Sah S/O Met Bilat Sah Loma,HandPump,MLA QUOTA- MADHWAPUR- 2(0005275005)
1432,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,40,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Ganesh Shankar Bharti Loma,HandPump,MLA QUOTA- MADHWAPUR- 2(0005275005)
1433,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,41,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Sunil Mahto S/O Met Rambabu Mahto Navtoli,HandPump,MLA QUOTA- MADHWAPUR- 2(0005275005)
1434,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,42,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Amad Mishra S/O Boaelal Mishra,HandPump,MLA QUOTA- MADHWAPUR- 2(0005275005)
1435,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,43,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Sajan Mahto S/O Doma Mahto Khirodani,HandPump,MLA QUOTA- MADHWAPUR- 2(0005275005)
1436,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,44,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Bishundev Raw at S/O Late Rameshw ar Raw at Ghar Ke Pas Baratol,HandPump,MLC QOUTA MADHWAPUR(0006400687)
1437,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,45,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,B,HandPump,PC MADHWAPUR(0006535370)
1438,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,46,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,A,HandPump,PC MADHWAPUR(0006535370)
1439,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,47,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,M.S Sahar,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
1440,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,48,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,U.M.S Basbariya,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1441,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,49,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,P.S Sahar Goth,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1442,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,50,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,P.S Loma,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1443,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,51,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,P.S Basbariya Dom Tol,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1444,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,52,Village Name,SAHAR GHAT,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002684793)
1445,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,53,Village Name,SAHAR GHAT,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980068)
1446,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,54,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Rajnarayan Mahto,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
1447,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,55,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Suraj Raut Koytani Tol,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
1448,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,56,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,Ram Jha,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
1449,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,57,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,JAGESHWAR PASWAN,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006682296)
1450,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,58,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,GORI SHANKAR BHAGAT,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006682296)
1451,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,59,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,MD USMAN ANSARI,HandPump,SUSTABABLE MADHWAPUR(0006499061)
1452,Madhubani,Harlakhi,MADHWAPUR,SAHAR  STH-NTH,60,Village Name,SAHAR GHAT,Shallow tubewell,Ground Water,MAHRANI STHAN,HandPump,SUSTABABLE MADHWAPUR(0006499061)
1453,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,1,Village Name,BENGRA,Shallow tubewell,Ground Water,Sita Ram Thakur S/O Lat Dineshw ar Thakur Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1454,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,2,Village Name,BENGRA,Shallow tubewell,Ground Water,Surendra Parsad Thakur S/O Lat Ramyad Thakur Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1455,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,3,Village Name,BENGRA,Shallow tubewell,Ground Water,Brhamasthan Ke Niket,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1456,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,4,Village Name,BENGRA,Deep tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,SPOT,Nc/Pc Scheme For Madhw apur Block(0004563479)
1457,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,5,Village Name,BENGRA,Shallow tubewell,Ground Water,P.S Karhua Ghat,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1458,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,6,Village Name,BENGRA,Shallow tubewell,Ground Water,P.S Karhua,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1459,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,7,Village Name,BENGRA,Shallow tubewell,Ground Water,P.S Baingra Girl,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1460,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,8,Village Name,BENGRA,Deep tubewell,Ground Water,Sadak Kinare,HandPump,Spot Source (Ht) Scheme(0004690854)
1461,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,9,Village Name,KOTHIA HT,Deep tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,SPOT,Nc/Pc Scheme For Madhw apur Block(0004563480)
1462,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,10,Village Name,LITTRA,Shallow tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1463,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,11,Village Name,LITTRA,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1464,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,12,Village Name,LITTRA,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1465,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,13,Village Name,LITTRA,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR-2(0005705584)
1466,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,14,Village Name,LITTRA,Shallow tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1467,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,15,Village Name,LITTRA,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1468,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,16,Village Name,LITTRA,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1469,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,17,Village Name,LITTRA,Shallow tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1470,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,18,Village Name,LITTRA,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1471,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,19,Village Name,LITTRA,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1472,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,20,Village Name,LITTRA,Shallow tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1473,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,21,Village Name,LITTRA,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1474,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,22,Village Name,LITTRA,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1475,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,23,Village Name,LITTRA,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1476,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,24,Village Name,LITTRA,Shallow tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1477,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,25,Village Name,LITTRA,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1478,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,26,Village Name,LITTRA,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1479,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,27,Village Name,LITTRA,Shallow tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1480,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,28,Village Name,LITTRA,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1481,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,29,Village Name,LITTRA,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1482,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,30,Village Name,LITTRA,Shallow tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1483,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,31,Village Name,LITTRA,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1484,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,32,Village Name,LITTRA,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1485,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,33,Village Name,LITTRA,Shallow tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1486,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,34,Village Name,LITTRA,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1487,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,35,Village Name,LITTRA,Shallow tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1488,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,36,Village Name,LITTRA,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1489,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,37,Village Name,LITTRA,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1490,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,38,Village Name,LITTRA,Shallow tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1491,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,39,Village Name,LITTRA,Deep tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,SPOT,Nc/Pc Scheme For Madhw apur Block(0004563481)
1492,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,40,Village Name,LITTRA,Deep tubewell,Ground Water,Mushari Me,HandPump,Spot Source (Ht) Scheme(0004690854)
1493,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,41,Village Name,PIHWARA,Shallow tubewell,Ground Water,Sita Ram Thakur S/O Lat Dineshw ar Thakur Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1494,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,42,Village Name,PIHWARA,Shallow tubewell,Ground Water,Batohi Pasw an S/O Laxmi Pasw an Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1495,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,43,Village Name,PIHWARA,Shallow tubewell,Ground Water,Sanjay Thakur S/O Sitaram Thakur,HandPump,MLA QUOTA- MADHWAPUR- 3(0005785372)
1496,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,44,Village Name,PIHWARA,Shallow tubewell,Ground Water,Ram Ekbal Ray S/O Bilas Ray,HandPump,MLA QUOTA- MADHWAPUR- 3(0005785372)
1497,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,45,Village Name,PIHWARA,Shallow tubewell,Ground Water,Mahendra Pasw an S/O Mahavir Pasw an,HandPump,MLA QUOTA- MADHWAPUR- 3(0005785372)
1498,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,46,Village Name,PIHWARA,Shallow tubewell,Ground Water,Sita Ram Mahto S/O Asmal Mahto,HandPump,MLA QUOTA- MADHWAPUR- 3(0005785372)
1499,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,47,Village Name,PIHWARA,Shallow tubewell,Ground Water,N.P.S Pihw ara Mahto Tol,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
1500,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,48,Village Name,PIHWARA,Shallow tubewell,Ground Water,N.P.S Laxmipur Tol,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
1501,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,49,Village Name,PIHWARA,Shallow tubewell,Ground Water,N.P.S Karhuyatol Pashchimw ari,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
1502,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,50,Village Name,PIHWARA,Shallow tubewell,Ground Water,M.S Pihw ara,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
1503,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,51,Village Name,PIHWARA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002684852)
1504,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,52,Village Name,PIHWARA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980108)
1505,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,53,Village Name,PIHWARA,Shallow tubewell,Ground Water,Laxmi Pasw an,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
1506,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,54,Village Name,PIHWARA,Shallow tubewell,Ground Water,Laxmi Pasw an Ke Ghar Ke Pas,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006372232)
1507,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,55,Village Name,PIHWARA,Shallow tubewell,Ground Water,SHIVNATH MAHTO KOIYRI TOL,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006682296)
1508,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,56,Village Name,PIHWARA,Shallow tubewell,Ground Water,RAM BAHADUR PANDIT,HandPump,SUSTABABLE MADHWAPUR(0006499061)
1509,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,57,Village Name,PIHWARA,Shallow tubewell,Ground Water,SAMUDAYIK BHAWAN,HandPump,SUSTABABLE MADHWAPUR(0006499061)
1510,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,58,Village Name,PIHWARA,Shallow tubewell,Ground Water,SHVSHARAN SAD,HandPump,SUSTABABLE MADHWAPUR(0006499061)
1511,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,59,Village Name,PIHWARA,Shallow tubewell,Ground Water,SALHESH STHAN,HandPump,SUSTABABLE MADHWAPUR(0006499061)
1512,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,60,Village Name,PIHWARA,Shallow tubewell,Ground Water,RAM EKBAL THAKUR,HandPump,SUSTABABLE MADHWAPUR(0006499061)
1513,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,61,Village Name,SOBRAULI,Shallow tubewell,Ground Water,Madan Kumar Thakur S/O Sr Ramnaryan Thakur Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1514,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,62,Village Name,SOBRAULI,Shallow tubewell,Ground Water,Pintu Singh S/O Rambali Singh,HandPump,MLA QUOTA- MADHWAPUR- 3(0005785372)
1515,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,63,Village Name,SOBRAULI,Shallow tubewell,Ground Water,P.S Sobrauli,HandPump,RUNNING WS IN SCHOOL(0006534949)
1516,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,64,Village Name,SOBRAULI,Shallow tubewell,Ground Water,P.S Sobrauli,HandPump,SCHOOL T/W- MADHWAPUR(0006559490)
1517,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,65,Village Name,SOBRAULI,Shallow tubewell,Ground Water,P.S Sobrauli Dhobitol,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1518,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,66,Village Name,SOBRAULI,Shallow tubewell,Ground Water,P.S Sobrauli,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
1519,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,67,Village Name,SOBRAULI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002684846)
1520,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,68,Village Name,SOBRAULI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980091)
1521,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,69,Village Name,SOBRAULI,Shallow tubewell,Ground Water,Sanjivan Safi,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
1522,Madhubani,Harlakhi,MADHWAPUR,PIHWARA,70,Village Name,SOBRAULI,Shallow tubewell,Ground Water,ABADH KISHOR MALLIK,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006682296)
1523,Madhubani,Harlakhi,MADHWAPUR,RAIMA MUKHIAPATTI,1,Village Name,JIATOL,Shallow tubewell,Ground Water,Shambhu Yadav S/O Mahavir Yadav Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1524,Madhubani,Harlakhi,MADHWAPUR,RAIMA MUKHIAPATTI,2,Village Name,JIATOL,Shallow tubewell,Ground Water,Mushari Me,HandPump,NC/PC MADHWAPUR- 2(0005705584)
1525,Madhubani,Harlakhi,MADHWAPUR,RAIMA MUKHIAPATTI,3,Village Name,JIATOL,Deep tubewell,Ground Water,Sadak Kinare,HandPump,Ram Hriday Yadav(0000046312)
1526,Madhubani,Harlakhi,MADHWAPUR,RAIMA MUKHIAPATTI,4,Village Name,MUSHARI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0001979761)
1527,Madhubani,Harlakhi,MADHWAPUR,RAIMA MUKHIAPATTI,5,Village Name,MUSHARI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002684767)
1528,Madhubani,Harlakhi,MADHWAPUR,RAIMA MUKHIAPATTI,6,Village Name,RAIMA,Shallow tubewell,Ground Water,Vinod Jha S/O Lat Umesh Jha Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1529,Madhubani,Harlakhi,MADHWAPUR,RAIMA MUKHIAPATTI,7,Village Name,RAIMA,Shallow tubewell,Ground Water,Giyani Pasw an S/O Arjun Pasw an Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
1530,Madhubani,Harlakhi,MADHWAPUR,RAIMA MUKHIAPATTI,8,Village Name,RAIMA,Shallow tubewell,Ground Water,Ramvilas Thakurs/O Met Anoop Thakur,HandPump,MLA QUOTA- MADHWAPUR- 2(0005275005)
1531,Madhubani,Harlakhi,MADHWAPUR,RAIMA MUKHIAPATTI,9,Village Name,RAIMA,Deep tubewell,Ground Water,Nc/Pc Scheme For Madhw apur Block,SPOT,Nc/Pc Scheme For Madhw apur Block(0004563482)
